1193,24482,1.0557e+05,38558
1194,30202,1.303e+05,47505
1196,1879,12818,2517
1197,7598,48762,11643
1207,4257,4257,4258
1211,20360,20360,20360
1212,15838,64424,21342
1226,67458,6.2391e+05,1.0339e+05
1228,76638,8.5952e+05,1.2178e+05
1232,3.8987e+05,2.0976e+06,5.7322e+05
1233,51537,1.0108e+06,1.0256e+05
1240,38434,2.0491e+05,57079
1241,3.8987e+05,2.0976e+06,5.7322e+05
1243,16554,54040,19169
1249,22967,87760,31788
1250,12992,49365,17846
1266,2.2054e+05,9.8954e+06,4.2308e+05
1268,9.522e+05,4.2494e+07,1.823e+06
1270,73752,2.1486e+06,1.2883e+05
1273,36519,3.2611e+05,69418
1280,1.7986e+05,4.5986e+06,3.5863e+05
1281,1.1492e+05,3.3036e+06,2.2916e+05
1299,27792,1.738e+05,50953
1316,37261,4.4357e+05,63374
1319,14214,2.5969e+05,27757
1320,1.1684e+05,7.664e+05,1.5574e+05
1321,1.1684e+05,7.664e+05,1.5574e+05
1322,1.1684e+05,7.664e+05,1.5574e+05
1323,1.1684e+05,7.498e+05,1.5542e+05
1324,1.1684e+05,7.498e+05,1.5542e+05
1333,21982,4.9877e+05,28490
1334,21982,1.2482e+06,28415
1335,21982,5.3183e+05,28575
1336,21982,1.4554e+06,28324
1337,22835,6.7644e+05,31007
1338,22835,1.6424e+06,30905
1339,22835,7.1391e+05,31039
1340,22835,1.9157e+06,30827
1341,22835,6.6364e+05,30597
1342,22835,1.7116e+06,30679
1343,94294,4.7677e+05,1.2063e+05
1344,94294,4.7925e+05,1.2036e+05
1345,94294,4.7915e+05,1.2116e+05
1346,1157,3699,1339
1369,86916,6.043e+05,1.3291e+05
1370,4.1168e+05,1.876e+06,5.7023e+05
1371,39899,1.9543e+05,56497
1372,1.1036e+05,5.5544e+05,1.585e+05
1373,3.5817e+05,1.947e+06,5.2796e+05
1374,87190,6.0649e+05,1.3399e+05
1375,51032,2.4753e+05,72322
1376,20640,97353,28406
1377,87190,6.0649e+05,1.3399e+05
1390,88343,2.4417e+06,1.5196e+05
1397,6.4399e+05,6.1752e+06,1.0378e+06
1399,67173,3.7889e+06,1.2129e+05
1401,2541,7361,2798
1402,82654,5.7446e+05,1.5026e+05
1404,8765,42471,13857
1405,10605,4.2459e+05,16940
1406,10605,1.4458e+05,16914
1408,10605,4.2459e+05,16940
1409,10605,1.4458e+05,16914
1413,49702,3.3303e+05,80317
1414,49702,3.3281e+05,80214
1415,99340,9.4062e+05,1.6242e+05
1416,99190,5.7889e+05,1.6354e+05
1417,3.2182e+05,1.9318e+06,4.4851e+05
1418,3.2167e+05,1.3161e+06,4.5407e+05
1419,6.8286e+05,2.639e+06,7.3998e+05
1420,6.8271e+05,1.6938e+06,7.4221e+05
1427,20000,45000,26428
1436,11730,3.2832e+05,22947
1446,1434,18228,2363
1535,2836,10965,3608
1536,5308,22592,6655
1572,30235,3.5514e+05,43382
1573,31793,3.8599e+05,48970
1575,37833,4.0337e+05,53453
1578,48066,3.6043e+05,73679
1579,3.4524e+05,2.3409e+06,5.2673e+05
1589,57975,5.3058e+05,83195
1620,1280,47906,2548
1621,1280,22778,2420
1623,3200,18316,5251
1625,4800,27520,7883
1637,1090,3546,1108
1638,2000,5184,2018
1640,4000,8784,4015
1644,4.1586e+05,1.9173e+07,7.8215e+05
1863,2.6374e+05,1.3003e+06,4.1638e+05
1874,24842,1.5843e+05,42140
1875,1.8986e+05,1.3396e+06,3.2854e+05
1877,74104,3.6558e+05,1.2377e+05
1879,37762,1.1336e+06,74742
1896,1020,5883,1512
1897,9.2163e+05,4.5908e+06,1.4997e+06
1939,3240,3240,3239
1941,1916,1.9598e+05,3670
2219,38120,1.6171e+07,58102
2232,5374,2.054e+05,8120
2233,15374,6.103e+05,23876
2234,20374,8.1275e+05,32156
2235,25626,6.7611e+06,40562
2236,38120,1.6171e+07,58102
2237,14538,1.4743e+06,16437
2238,28338,2.9439e+06,45669
2239,42138,4.4134e+06,47176
2240,38098,6.8421e+05,64200
2241,60098,1.08e+06,89752
2242,14098,2.5245e+05,21859
2243,18696,4.3963e+06,30420
2244,35696,8.7819e+06,58394
2245,7224,54082,9805
2275,1.7887e+05,9.6137e+05,2.6167e+05
2278,16955,37849,17004
2279,33833,73249,33911
2336,1.6107e+05,8.1851e+06,3.2067e+05
2337,3.8169e+05,3.7465e+07,6.5428e+05
2339,13251,48737,17219
2340,13250,48735,17183
2341,13309,48872,17267
2342,13251,48737,17219
2343,13250,48735,17183
2346,13296,48827,17111
2348,11685,44941,15431
2350,7135,34738,10568
2351,9735,40983,13483
2352,11305,44678,15174
2353,13275,49044,17162
2354,15066,62198,20642
2374,83334,6.0105e+06,1.6324e+05
2375,62451,4.0074e+06,1.2466e+05
2376,2.065e+05,1.2734e+06,2.926e+05
2534,2.2634e+05,7.835e+05,2.6831e+05
2535,2.2634e+05,7.6297e+05,2.6808e+05
2542,9.2314e+05,4.0374e+07,1.8318e+06
2543,6.388e+05,2.7246e+07,1.2557e+06
2647,4.168e+05,1.7277e+07,7.4928e+05
2648,3.77e+05,2.7583e+07,7.5164e+05
2655,2508,16727,4042
2656,4908,30482,8194
2657,87936,5.9328e+05,1.5048e+05
2661,7.4279e+05,3.7138e+07,1.4279e+06
2664,5.1335e+05,2.0208e+07,7.545e+05
2696,2052,20600,3500
2697,4361,44840,7544
2698,5082,53219,8816
2699,7105,74869,12254
2700,7641,80767,13104
2701,7773,82500,13414
2702,7968,84508,13797
2703,8052,85194,13900
2704,8115,86183,14013
